run_id,task,input_id,depth,condition,paraphrase_idx,position,position_idx,divergence,out_len,base_len,len_ratio,schema_violation,judge_score,base_judge_score,agent_model,backend,embedder
code_review|cr_0|d2|p1|last,code_review,cr_0,2,perturbed,1,last,1,0.0323988795280456,3297,3565,0.9248246844319776,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_0|d2|p9|first,code_review,cr_0,2,perturbed,9,first,0,0.2727915048599243,2349,3565,0.65890603085554,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_0|d2|p4|last,code_review,cr_0,2,perturbed,4,last,1,0.1085879802703857,2916,3565,0.8179523141654979,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_0|d2|p5|last,code_review,cr_0,2,perturbed,5,last,1,0.0194945335388183,2440,3565,0.6844319775596073,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_0|d2|p3|last,code_review,cr_0,2,perturbed,3,last,1,0.0227607488632202,2473,3565,0.6936886395511922,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_0|d2|p6|last,code_review,cr_0,2,perturbed,6,last,1,0.0194097757339477,3495,3565,0.9803646563814866,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_0|d2|p7|last,code_review,cr_0,2,perturbed,7,last,1,0.0762845277786254,3332,3565,0.9346423562412344,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_0|d2|p8|last,code_review,cr_0,2,perturbed,8,last,1,0.1734727621078491,2875,3565,0.8064516129032258,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_0|d2|p9|last,code_review,cr_0,2,perturbed,9,last,1,0.0244083404541015,2382,3565,0.6681626928471248,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p0|first,code_review,cr_1,2,perturbed,0,first,0,0.0908490419387817,2525,2471,1.0218535006070415,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p2|first,code_review,cr_1,2,perturbed,2,first,0,0.1125577688217163,2326,2471,0.9413193039255362,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p1|first,code_review,cr_1,2,perturbed,1,first,0,0.0644682049751281,3167,2471,1.2816673411574262,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p3|first,code_review,cr_1,2,perturbed,3,first,0,0.1167324781417846,2413,2471,0.9765277215702144,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p4|first,code_review,cr_1,2,perturbed,4,first,0,0.0629546046257019,3107,2471,1.2573856738162688,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p5|first,code_review,cr_1,2,perturbed,5,first,0,0.1031584739685058,2358,2471,0.9542695265074868,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p7|first,code_review,cr_1,2,perturbed,7,first,0,0.0911937952041626,2758,2471,1.1161473087818696,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p8|first,code_review,cr_1,2,perturbed,8,first,0,0.0865917205810546,2346,2471,0.9494131930392552,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p6|first,code_review,cr_1,2,perturbed,6,first,0,0.086044430732727,3600,2471,1.4569000404694457,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p0|last,code_review,cr_1,2,perturbed,0,last,1,0.1068722605705261,3479,2471,1.4079320113314449,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p9|first,code_review,cr_1,2,perturbed,9,first,0,0.0978460907936096,2642,2471,1.0692027519222986,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p2|last,code_review,cr_1,2,perturbed,2,last,1,0.0752577781677246,2549,2471,1.0315661675435046,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p3|last,code_review,cr_1,2,perturbed,3,last,1,0.0559726953506469,2225,2471,0.9004451639012545,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p1|last,code_review,cr_1,2,perturbed,1,last,1,0.0998141765594482,2454,2471,0.9931201942533388,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p4|last,code_review,cr_1,2,perturbed,4,last,1,0.0722444057464599,2450,2471,0.9915014164305948,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p5|last,code_review,cr_1,2,perturbed,5,last,1,0.1304689049720764,1804,2471,0.7300687980574666,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p6|last,code_review,cr_1,2,perturbed,6,last,1,0.1001096963882446,3679,2471,1.4888709024686362,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p7|last,code_review,cr_1,2,perturbed,7,last,1,0.0941897630691528,3212,2471,1.2998785916632942,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p8|last,code_review,cr_1,2,perturbed,8,last,1,0.0970638990402221,2505,2471,1.0137596114933225,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_1|d2|p9|last,code_review,cr_1,2,perturbed,9,last,1,0.0922973155975341,2142,2471,0.8668555240793201,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p0|first,code_review,cr_2,2,perturbed,0,first,0,0.1028153896331787,3469,3132,1.1075989782886335,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p1|first,code_review,cr_2,2,perturbed,1,first,0,0.1458020806312561,2922,3132,0.9329501915708812,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p2|first,code_review,cr_2,2,perturbed,2,first,0,0.0782380700111389,3363,3132,1.0737547892720307,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p5|first,code_review,cr_2,2,perturbed,5,first,0,0.1010971665382385,2472,3132,0.789272030651341,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p3|first,code_review,cr_2,2,perturbed,3,first,0,0.3936398029327392,2598,3132,0.8295019157088123,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p4|first,code_review,cr_2,2,perturbed,4,first,0,0.1363559365272522,3643,3132,1.163154533844189,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p6|first,code_review,cr_2,2,perturbed,6,first,0,0.1254112720489502,3648,3132,1.1647509578544062,,5,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p7|first,code_review,cr_2,2,perturbed,7,first,0,0.3733275532722473,2745,3132,0.8764367816091954,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p8|first,code_review,cr_2,2,perturbed,8,first,0,0.1928784847259521,3557,3132,1.1356960408684549,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p9|first,code_review,cr_2,2,perturbed,9,first,0,0.1361982822418213,3601,3132,1.1497445721583652,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p0|last,code_review,cr_2,2,perturbed,0,last,1,0.1484295725822448,3655,3132,1.16698595146871,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p1|last,code_review,cr_2,2,perturbed,1,last,1,0.1502337455749511,3677,3132,1.1740102171136657,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p2|last,code_review,cr_2,2,perturbed,2,last,1,0.0835732221603393,2915,3132,0.9307151979565772,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p4|last,code_review,cr_2,2,perturbed,4,last,1,0.0974625349044799,2460,3132,0.7854406130268199,,5,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p3|last,code_review,cr_2,2,perturbed,3,last,1,0.1241906285285949,3583,3132,1.1439974457215836,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p5|last,code_review,cr_2,2,perturbed,5,last,1,0.103305697441101,2602,3132,0.830779054916986,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p6|last,code_review,cr_2,2,perturbed,6,last,1,0.0944334268569946,3657,3132,1.167624521072797,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p7|last,code_review,cr_2,2,perturbed,7,last,1,0.1277907490730285,3804,3132,1.21455938697318,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p8|last,code_review,cr_2,2,perturbed,8,last,1,0.0720332860946655,3454,3132,1.102809706257982,,6,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_2|d2|p9|last,code_review,cr_2,2,perturbed,9,last,1,0.1380359530448913,3382,3132,1.0798212005108556,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p0|first,code_review,cr_3,2,perturbed,0,first,0,0.0581266283988952,3711,3435,1.080349344978166,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p2|first,code_review,cr_3,2,perturbed,2,first,0,0.0861716270446777,3595,3435,1.0465793304221251,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p3|first,code_review,cr_3,2,perturbed,3,first,0,0.0981566905975341,3561,3435,1.0366812227074236,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p4|first,code_review,cr_3,2,perturbed,4,first,0,0.0774849653244018,3731,3435,1.0861717612809316,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p1|first,code_review,cr_3,2,perturbed,1,first,0,0.0598167181015014,3675,3435,1.0698689956331875,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p5|first,code_review,cr_3,2,perturbed,5,first,0,0.0556800365447998,3545,3435,1.032023289665211,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p6|first,code_review,cr_3,2,perturbed,6,first,0,0.0815077424049377,3640,3435,1.059679767103348,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p8|first,code_review,cr_3,2,perturbed,8,first,0,0.0835946798324585,3564,3435,1.0375545851528385,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p0|last,code_review,cr_3,2,perturbed,0,last,1,0.024961233139038,3486,3435,1.0148471615720525,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p7|first,code_review,cr_3,2,perturbed,7,first,0,0.0800368785858154,3521,3435,1.0250363901018922,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p9|first,code_review,cr_3,2,perturbed,9,first,0,0.0579010248184204,3792,3435,1.1039301310043668,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p1|last,code_review,cr_3,2,perturbed,1,last,1,0.0509244203567504,3661,3435,1.0657933042212515,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p2|last,code_review,cr_3,2,perturbed,2,last,1,0.0320255756378173,3675,3435,1.0698689956331875,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p3|last,code_review,cr_3,2,perturbed,3,last,1,0.0728583335876464,3541,3435,1.030858806404658,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p4|last,code_review,cr_3,2,perturbed,4,last,1,0.097947359085083,3135,3435,0.9126637554585152,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p5|last,code_review,cr_3,2,perturbed,5,last,1,0.0913034677505493,3424,3435,0.9967976710334788,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p6|last,code_review,cr_3,2,perturbed,6,last,1,0.0696759819984436,3457,3435,1.006404657933042,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p8|last,code_review,cr_3,2,perturbed,8,last,1,0.0603069067001342,3524,3435,1.025909752547307,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p9|last,code_review,cr_3,2,perturbed,9,last,1,0.0660451054573059,3659,3435,1.0652110625909752,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d2|p7|last,code_review,cr_3,2,perturbed,7,last,1,0.0600913166999816,3536,3435,1.0294032023289663,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p0|first,code_review,cr_4,2,perturbed,0,first,0,0.0598415732383728,3685,3743,0.9845044082286936,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p1|first,code_review,cr_4,2,perturbed,1,first,0,0.1750057935714721,3408,3743,0.9104995992519368,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p2|first,code_review,cr_4,2,perturbed,2,first,0,0.3364462852478027,3657,3743,0.9770237777184076,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p3|first,code_review,cr_4,2,perturbed,3,first,0,0.0817217826843261,3302,3743,0.8821800694629975,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p5|first,code_review,cr_4,2,perturbed,5,first,0,0.0484907627105712,3017,3743,0.8060379374833022,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p4|first,code_review,cr_4,2,perturbed,4,first,0,0.0567378997802734,3632,3743,0.970344643334224,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p6|first,code_review,cr_4,2,perturbed,6,first,0,0.0761160850524902,3564,3743,0.952177397809244,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p7|first,code_review,cr_4,2,perturbed,7,first,0,0.0465197563171386,3622,3743,0.9676729895805504,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p8|first,code_review,cr_4,2,perturbed,8,first,0,0.0889884829521179,3262,3743,0.8714934544483035,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p0|last,code_review,cr_4,2,perturbed,0,last,1,0.0196021795272827,3518,3743,0.9398877905423456,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p9|first,code_review,cr_4,2,perturbed,9,first,0,0.1752472519874572,3570,3743,0.953780390061448,,9,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p1|last,code_review,cr_4,2,perturbed,1,last,1,0.0757463574409484,3752,3743,1.002404488378306,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p2|last,code_review,cr_4,2,perturbed,2,last,1,0.0901789665222168,3030,3743,0.8095110873630778,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p3|last,code_review,cr_4,2,perturbed,3,last,1,0.0844855308532714,3662,3743,0.9783596045952444,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p4|last,code_review,cr_4,2,perturbed,4,last,1,0.0741066932678222,2962,3743,0.7913438418380978,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p5|last,code_review,cr_4,2,perturbed,5,last,1,0.0367928743362426,2527,3743,0.6751269035532995,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p8|last,code_review,cr_4,2,perturbed,8,last,1,0.029435396194458,2854,3743,0.7624899812984237,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p7|last,code_review,cr_4,2,perturbed,7,last,1,0.1341965198516845,3737,3743,0.998397007747796,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p6|last,code_review,cr_4,2,perturbed,6,last,1,0.0372593998908996,3724,3743,0.9949238578680204,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d2|p9|last,code_review,cr_4,2,perturbed,9,last,1,0.0339419841766357,3239,3743,0.8653486508148543,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p0|first,research_plan,rp_0,2,perturbed,0,first,0,0.1141982078552246,3836,3515,1.0913229018492177,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p1|first,research_plan,rp_0,2,perturbed,1,first,0,0.1122322082519531,3904,3515,1.1106685633001423,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p2|first,research_plan,rp_0,2,perturbed,2,first,0,0.2242214679718017,3643,3515,1.0364153627311523,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p3|first,research_plan,rp_0,2,perturbed,3,first,0,0.2029111385345459,3674,3515,1.0452347083926032,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p4|first,research_plan,rp_0,2,perturbed,4,first,0,0.1678994297981262,3952,3515,1.1243243243243244,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p5|first,research_plan,rp_0,2,perturbed,5,first,0,0.1407753229141235,3522,3515,1.00199146514936,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p6|first,research_plan,rp_0,2,perturbed,6,first,0,0.1766407489776611,3611,3515,1.0273115220483642,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p7|first,research_plan,rp_0,2,perturbed,7,first,0,0.1727272868156433,3933,3515,1.1189189189189188,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p8|first,research_plan,rp_0,2,perturbed,8,first,0,0.1324118971824646,3502,3515,0.9963015647226172,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p9|first,research_plan,rp_0,2,perturbed,9,first,0,0.2472661733627319,3681,3515,1.047226173541963,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p0|last,research_plan,rp_0,2,perturbed,0,last,1,0.1256446838378906,3932,3515,1.1186344238975818,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p1|last,research_plan,rp_0,2,perturbed,1,last,1,0.2186855673789978,3837,3515,1.0916073968705549,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p2|last,research_plan,rp_0,2,perturbed,2,last,1,0.1828354001045227,3737,3515,1.063157894736842,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p3|last,research_plan,rp_0,2,perturbed,3,last,1,0.1065133213996887,3731,3515,1.0614509246088193,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p4|last,research_plan,rp_0,2,perturbed,4,last,1,0.1562544703483581,4053,3515,1.153058321479374,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p5|last,research_plan,rp_0,2,perturbed,5,last,1,0.1318260431289672,3810,3515,1.0839260312944523,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p6|last,research_plan,rp_0,2,perturbed,6,last,1,0.1243525743484497,3695,3515,1.0512091038406828,,7,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p7|last,research_plan,rp_0,2,perturbed,7,last,1,0.0888171195983886,4036,3515,1.148221906116643,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p8|last,research_plan,rp_0,2,perturbed,8,last,1,0.0815854668617248,3920,3515,1.1152204836415365,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d2|p9|last,research_plan,rp_0,2,perturbed,9,last,1,0.1482229828834533,4038,3515,1.1487908961593172,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p0|first,research_plan,rp_1,2,perturbed,0,first,0,0.1426865458488464,3843,3490,1.1011461318051576,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p1|first,research_plan,rp_1,2,perturbed,1,first,0,0.1073706150054931,3903,3490,1.1183381088825215,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p2|first,research_plan,rp_1,2,perturbed,2,first,0,0.1127906441688537,3607,3490,1.0335243553008595,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p3|first,research_plan,rp_1,2,perturbed,3,first,0,0.1044365167617797,3507,3490,1.0048710601719195,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p4|first,research_plan,rp_1,2,perturbed,4,first,0,0.1194730997085571,3835,3490,1.0988538681948423,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p5|first,research_plan,rp_1,2,perturbed,5,first,0,0.1458721160888672,3554,3490,1.0183381088825214,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p6|first,research_plan,rp_1,2,perturbed,6,first,0,0.166018009185791,3572,3490,1.0234957020057307,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p7|first,research_plan,rp_1,2,perturbed,7,first,0,0.1365546584129333,3623,3490,1.03810888252149,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p8|first,research_plan,rp_1,2,perturbed,8,first,0,0.1643600463867187,3689,3490,1.0570200573065902,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p9|first,research_plan,rp_1,2,perturbed,9,first,0,0.136598527431488,3766,3490,1.079083094555874,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p0|last,research_plan,rp_1,2,perturbed,0,last,1,0.1336603164672851,3804,3490,1.089971346704871,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p1|last,research_plan,rp_1,2,perturbed,1,last,1,0.1495639085769653,3991,3490,1.1435530085959886,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p2|last,research_plan,rp_1,2,perturbed,2,last,1,0.1908934116363525,3784,3490,1.084240687679083,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p3|last,research_plan,rp_1,2,perturbed,3,last,1,0.147816777229309,3874,3490,1.110028653295129,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p4|last,research_plan,rp_1,2,perturbed,4,last,1,0.1470788717269897,4022,3490,1.15243553008596,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p5|last,research_plan,rp_1,2,perturbed,5,last,1,0.2137526869773864,3899,3490,1.117191977077364,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p6|last,research_plan,rp_1,2,perturbed,6,last,1,0.1042525768280029,3849,3490,1.102865329512894,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p7|last,research_plan,rp_1,2,perturbed,7,last,1,0.1634767055511474,4124,3490,1.1816618911174783,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p8|last,research_plan,rp_1,2,perturbed,8,last,1,0.1094293594360351,3853,3490,1.1040114613180516,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d2|p9|last,research_plan,rp_1,2,perturbed,9,last,1,0.2654595375061035,3931,3490,1.1263610315186243,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_2|d2|p0|first,research_plan,rp_2,2,perturbed,0,first,0,0.134837806224823,3755,3651,1.0284853464804162,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_2|d2|p1|first,research_plan,rp_2,2,perturbed,1,first,0,0.2063338756561279,4018,3651,1.100520405368392,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_2|d2|p2|first,research_plan,rp_2,2,perturbed,2,first,0,0.1887916922569275,3628,3651,0.993700356066831,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_2|d2|p3|first,research_plan,rp_2,2,perturbed,3,first,0,0.268303632736206,3603,3651,0.9868529170090388,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_2|d2|p4|first,research_plan,rp_2,2,perturbed,4,first,0,0.1170336008071899,3862,3651,1.0577923856477678,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_2|d2|p5|first,research_plan,rp_2,2,perturbed,5,first,0,0.144593596458435,3575,3651,0.9791837852643112,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
